Pattern,ItemIDs,Utility,Size
FL_WEEK=2 + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[933, 1302, 1247, 1242, 1286, 1292]",19477,6
CRS_ARR_TIME_MIN=High + D_LATITUDE=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1246, 1296, 1267, 1292]",19477,4
OP_CARRIER=B6 + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High,"[4, 1302, 1246]",19475,3
OP_CARRIER=B6 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[4, 1302, 1241, 1246, 1292]",19461,5
ORIGIN_INDEX=JFK + OP_CARRIER=DL + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 5, 1252, 1247, 1242, 1286, 1292]",19456,7
FL_WEEK=3 + O_WSPD=VeryHigh,"[934, 1267]",19456,2
OP_CARRIER=B6 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[4, 1241, 1246, 1292]",19453,4
CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1241, 1251, 1272, 1267, 1286, 1292]",19447,6
O_PRCP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1258, 1252, 1286, 1292]",19436,4
O_TEMP=VeryHigh + D_LATITUDE=High,"[1257, 1296]",19436,2
O_PRCP=VeryLow + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1258, 1267, 1247, 1242]",19430,4
D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High,"[1302, 1241, 1251]",19427,3
O_TEMP=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh,"[1257, 1251, 1247]",19424,3
FL_WEEK=1 + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[932, 1251, 1267, 1292]",19418,4
O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh,"[1257, 1246, 1252]",19415,3
O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1253, 1292]",194060,2
O_TEMP=VeryLow + CRS_DEP_TIME_MIN=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1253, 1241, 1267, 1247]",19404,4
DEST_INDEX=BOS + OP_CARRIER=B6 + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1108, 4, 1297, 1302, 1246, 1286, 1292]",19394,7
OP_CARRIER=B6 + D_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[4, 1297, 1241, 1286, 1292]",19394,5
OP_CARRIER=AS,[3],19379,1
D_WSPD=Low + FL_WEEK=2 + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1279, 933, 1242, 1292]",19377,4
O_PRCP=VeryLow + O_TEMP=VeryLow + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1258, 1253, 1267, 1286, 1292]",19376,5
ORIGIN_INDEX=MCO + O_LONGITUDE=High + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High,"[1027, 1291, 1302, 1251]",19372,4
O_WSPD=High + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1266, 1241, 1246, 1251, 1286, 1292]",19370,6
ORIGIN_INDEX=MCO + O_LONGITUDE=High + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1027, 1291, 1302, 1251, 1267, 1247]",19367,6
OP_CARRIER=AA + O_WSPD=High + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[2, 1266, 1253, 1292]",19366,4
ORIGIN_INDEX=LGA + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 1251, 1242, 1292]",19361,4
FL_DAY=19 + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[919, 1267, 1286, 1292]",19349,4
DEST_INDEX=BOS + OP_CARRIER=B6 + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1108, 4, 1302, 1246, 1286, 1292]",19336,6
D_LATITUDE=Mid + D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1295, 1282, 1242, 1286, 1292]",19331,5
OP_CARRIER=B6 + CRS_DEP_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[4, 1241, 1286, 1292]",19328,4
FL_WEEK=2 + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[933, 1252, 1292]",19328,3
OP_CARRIER=B6 + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[4, 1297, 1302, 1246, 1286, 1292]",19324,6
DEST_INDEX=CLT + OP_CARRIER=AA + O_WSPD=High + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1120, 2, 1266, 1251, 1292]",19323,5
OP_CARRIER=B6 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + O_WSPD=VeryHigh,"[4, 1302, 1241, 1267]",19319,4
ORIGIN_INDEX=MCO + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1027, 1257, 1302, 1296, 1251, 1267, 1247, 1242]",19314,8
ORIGIN_INDEX=EWR + O_WSPD=High + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1266, 1241, 1246, 1286, 1292]",19312,6
OP_CARRIER=DL + D_LONGITUDE=VeryHigh + O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[5, 1302, 1267, 1242]",19298,4
ORIGIN_INDEX=MCO + O_LONGITUDE=High + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1027, 1291, 1257, 1302, 1296, 1251, 1247, 1242]",19297,8
D_WSPD=Low + FL_WEEK=2 + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1279, 933, 1247, 1242, 1292]",19278,5
OP_CARRIER=9E + FL_WEEK=2 + D_LONGITUDE=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1, 933, 1302, 1286, 1292]",19276,5
FL_DAY=21 + D_TEMP=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[921, 1272, 1242, 1292]",19273,4
ORIGIN_INDEX=JFK + O_PRCP=VeryLow + O_LONGITUDE=VeryHigh,"[1014, 1258, 1292]",19270,3
OP_CARRIER=B6 + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[4, 1302, 1246, 1286, 1292]",19266,5
CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1246, 1251, 1272, 1267, 1286, 1292]",19265,6
ORIGIN_INDEX=PHL + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1048, 1286, 1292]",19264,3
O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh,"[1253, 1251, 1242]",19263,3
D_LATITUDE=Mid + ORIGIN_INDEX=LGA + OP_CARRIER=9E + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1295, 1020, 1, 1286, 1292]",19259,5
O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1257, 1241, 1267, 1292]",19258,4
OP_CARRIER=9E + D_LONGITUDE=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1, 1302, 1286, 1292]",19256,4
ORIGIN_INDEX=JFK + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[1014, 1246, 1292]",19252,3
D_WSPD=VeryLow + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1278, 1267, 1292]",19250,3
OP_CARRIER=DL + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh,"[5, 1246, 1272]",19245,3
O_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1287, 1251, 1247, 1242]",19244,4
O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1287, 1246, 1251, 1292]",19241,4
FL_WEEK=2 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[933, 1241, 1246, 1292]",19239,4
DEST_INDEX=JFK + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=VeryHigh,"[1163, 1302, 1252]",19235,3
DEST_INDEX=DTW + ORIGIN_INDEX=EWR + D_LATITUDE=VeryHigh + FL_WEEK=3 + OP_CARRIER=DL + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1130, 988, 1297, 934, 5, 1286, 1292]",19232,7
FL_DAY=21 + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[921, 1247, 1286, 1292]",19231,4
CRS_ARR_TIME_MIN=Mid + O_LATITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[1245, 1287, 1292]",19224,3
CRS_ELAPSED_TIME=Mid + O_LATITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[1250, 1287, 1292]",19214,3
DEST_INDEX=DTW + ORIGIN_INDEX=EWR + D_LATITUDE=VeryHigh + OP_CARRIER=DL + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1130, 988, 1297, 5, 1286, 1292]",19208,6
D_LATITUDE=Mid + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1295, 1251, 1286, 1292]",19207,4
O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1257, 1302, 1247, 1242]",19206,4
FL_WEEK=1 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[932, 1241, 1246, 1251, 1272, 1267]",19204,6
O_PRCP=VeryLow + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1258, 1282, 1247, 1242, 1286]",19199,5
FL_WEEK=1 + D_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[932, 1272, 1247, 1242]",19189,4
OP_CARRIER=AA + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[2, 1253, 1292]",19188,3
DEST_INDEX=BOS + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1108, 1297, 1302, 1241, 1246, 1286, 1292]",19181,7
ORIGIN_INDEX=JFK + CRS_ELAPSED_TIME=VeryHigh,"[1014, 1252]",19167,2
D_TEMP=High + D_WSPD=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[1271, 1282, 1252, 1292]",19162,4
DEST_INDEX=JFK + D_LONGITUDE=VeryHigh,"[1163, 1302]",19156,2
FL_WEEK=3 + CRS_ELAPSED_TIME=Mid + OP_CARRIER=DL + O_LONGITUDE=VeryHigh,"[934, 1250, 5, 1292]",19145,4
D_LATITUDE=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1296, 1272, 1286, 1292]",19145,4
DEST_INDEX=CLT + OP_CARRIER=AA + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1120, 2, 1251, 1292]",19145,4
ORIGIN_INDEX=LGA + O_PRCP=VeryLow + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 1258, 1253, 1242, 1292]",19131,5
ORIGIN_INDEX=JFK + D_LONGITUDE=VeryHigh + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1302, 1267, 1286, 1292]",19124,5
DEST_INDEX=BOS + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1108, 1302, 1241, 1246, 1286, 1292]",19123,6
ORIGIN_INDEX=JFK + D_WSPD=VeryHigh + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1282, 1253, 1286, 1292]",19116,5
O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1253, 1302, 1286, 1292]",19115,4
CRS_ARR_TIME_MIN=VeryLow + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1243, 1253, 1252, 1242]",19114,4
D_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1297, 1302, 1241, 1246, 1286, 1292]",19111,6
ORIGIN_INDEX=JFK + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1282, 1247, 1242, 1286, 1292]",19099,6
D_LATITUDE=Mid + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1295, 1247, 1242, 1286]",19097,4
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh,"[988, 1241, 1251, 1272]",19096,4
OP_CARRIER=AA + O_LATITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[2, 1287, 1292]",19093,3
OP_CARRIER=B6 + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[4, 1251, 1267, 1292]",19090,4
FL_WEEK=1 + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[932, 1302, 1296, 1247, 1242]",19082,5
ORIGIN_INDEX=EWR + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1251, 1247, 1286, 1292]",19066,5
OP_CARRIER=DL + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[5, 1241, 1246, 1251, 1286, 1292]",19065,6
D_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1298, 1241, 1252, 1267, 1292]",19058,5
ORIGIN_INDEX=EWR + O_WSPD=High + CRS_DEP_TIME_MIN=High + D_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1266, 1241, 1272, 1247, 1286, 1292]",19057,7
ORIGIN_INDEX=LGA + O_PRCP=VeryLow + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 1258, 1247, 1242, 1292]",19057,5
ORIGIN_INDEX=LGA + OP_CARRIER=DL + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 5, 1246, 1251, 1286, 1292]",19052,6
O_LONGITUDE=High + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1291, 1257, 1251, 1247, 1242]",19050,5
ORIGIN_INDEX=EWR + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1246, 1296, 1267, 1286, 1292]",19050,6
FL_DAY=17 + O_LONGITUDE=VeryHigh,"[917, 1292]",19042,2
O_PRCP=VeryLow + O_TEMP=VeryLow + CRS_ARR_TIME_MIN=High,"[1258, 1253, 1246]",19039,3
O_TEMP=VeryHigh + D_WSPD=VeryHigh,"[1257, 1282]",19037,2
CRS_ELAPSED_TIME=Mid + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1250, 1253, 1286, 1292]",19035,4
ORIGIN_INDEX=LGA + D_WSPD=VeryHigh + O_TEMP=VeryLow + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1282, 1253, 1247, 1286, 1292]",19034,6
DEST_INDEX=CLT + CRS_ELAPSED_TIME=Mid + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1120, 1250, 1247, 1242, 1292]",19030,5
ORIGIN_INDEX=EWR,[988],19029,1
D_TEMP=High + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1271, 1242, 1286]",19026,3
O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1287, 1241, 1246, 1251, 1272, 1292]",19024,6
FL_WEEK=2 + OP_CARRIER=DL + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[933, 5, 1251, 1292]",19023,4
D_LATITUDE=Mid + ORIGIN_INDEX=LGA + O_LONGITUDE=VeryHigh,"[1295, 1020, 1292]",19018,3
ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1245, 1252, 1286, 1292]",19011,5
O_LONGITUDE=High + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh,"[1291, 1251, 1242]",19000,3
O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1257, 1241, 1246, 1252, 1286, 1292]",18999,6
ORIGIN_INDEX=BOS + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[958, 1253, 1292]",18992,3
FL_DAY=19 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[919, 1241, 1246, 1267, 1292]",18990,5
O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh,"[1257, 1241, 1252]",18988,3
FL_WEEK=1 + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[932, 1246, 1251, 1272, 1286, 1292]",18987,6
O_PRCP=VeryLow + FL_WEEK=1,"[1258, 932]",18985,2
O_LONGITUDE=High + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1291, 1302, 1296, 1267, 1247]",18971,5
D_LATITUDE=Mid + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1295, 1253, 1292]",18962,3
O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + O_WSPD=VeryHigh,"[1287, 1282, 1267]",18957,3
CRS_ARR_TIME_MIN=High + D_LATITUDE=High + O_WSPD=VeryHigh,"[1246, 1296, 1267]",18957,3
DEST_INDEX=CLT + O_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1120, 1287, 1251, 1292]",18949,4
OP_CARRIER=AA + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh,"[2, 1302, 1296, 1252]",18948,4
ORIGIN_INDEX=EWR + D_LATITUDE=VeryHigh + FL_WEEK=3 + CRS_ELAPSED_TIME=Mid + OP_CARRIER=DL + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1297, 934, 1250, 5, 1286, 1292]",18945,7
OP_CARRIER=DL + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh,"[5, 1251, 1242]",18944,3
D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[1282, 1241, 1246, 1252, 1292]",18936,5
OP_CARRIER=DL + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh,"[5, 1302, 1251, 1247]",18922,4
ORIGIN_INDEX=EWR + D_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=Mid + OP_CARRIER=DL + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1297, 1250, 5, 1286, 1292]",18921,6
DEST_INDEX=DTW + D_LATITUDE=VeryHigh + OP_CARRIER=DL + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1130, 1297, 5, 1286, 1292]",18919,5
D_PRCP=VeryLow + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1273, 1287, 1253, 1292]",18919,4
ORIGIN_INDEX=MCO + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1027, 1257, 1302, 1296, 1251, 1247, 1242]",18915,7
OP_CARRIER=AA + O_WSPD=High,"[2, 1266]",18894,2
D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1282, 1241, 1286, 1292]",18892,4
O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1257, 1241, 1272, 1252, 1286, 1292]",18887,6
CRS_ELAPSED_TIME=Mid + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1250, 1247, 1292]",18884,3
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + D_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1241, 1272, 1247, 1286, 1292]",18883,6
FL_WEEK=2 + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[933, 1267, 1286, 1292]",18878,4
ORIGIN_INDEX=LGA + O_WSPD=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1266, 1247, 1242, 1286, 1292]",18877,6
O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1287, 1282, 1272, 1292]",18873,4
CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1251, 1292]",188654,2
CRS_DEP_TIME_MIN=Mid + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1240, 1272, 1252, 1286, 1292]",18857,5
O_PRCP=VeryLow + O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1258, 1267, 1242]",18855,3
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1241, 1246, 1296, 1267, 1286, 1292]",18854,6
ORIGIN_INDEX=LGA + FL_WEEK=2 + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 933, 1242, 1292]",18852,4
O_PRCP=VeryLow + D_WSPD=VeryHigh + O_LATITUDE=High,"[1258, 1282, 1286]",18852,3
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + D_LATITUDE=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1241, 1296, 1286, 1292]",18851,5
ORIGIN_INDEX=JFK + OP_CARRIER=B6 + D_LATITUDE=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 4, 1297, 1286, 1292]",18851,5
CRS_DEP_TIME_MIN=Mid + O_WSPD=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1240, 1266, 1286, 1292]",18835,4
ORIGIN_INDEX=DFW + OP_CARRIER=AA + O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[982, 2, 1267, 1242]",18835,4
CRS_DEP_TIME_MIN=Mid + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[1240, 1252, 1292]",18829,3
ORIGIN_INDEX=LGA + OP_CARRIER=DL + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1020, 5, 1251, 1292]",18828,4
OP_CARRIER=9E + FL_WEEK=2 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1, 933, 1302, 1242, 1292]",18822,5
OP_CARRIER=DL + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[5, 1253, 1242, 1292]",18820,4
OP_CARRIER=B6 + O_WSPD=High + O_LONGITUDE=VeryHigh,"[4, 1266, 1292]",18812,3
