Pattern,ItemIDs,Utility,Size
O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1257, 1243, 1238, 1289, 1273]",7574,5
CRS_ARR_TIME_MIN=Low + D_LATITUDE=Low + CRS_DEP_TIME_MIN=Low + O_TEMP=High + O_PRCP=VeryLow,"[1244, 1294, 1239, 1256, 1258]",7574,5
D_WSPD=VeryLow + CRS_ARR_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1278, 1243, 1249, 1258, 1273]",7573,5
OP_CARRIER=OO + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + O_LONGITUDE=Low,"[12, 1244, 1238, 1299, 1289]",7573,5
CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=Mid + O_LONGITUDE=Mid,"[1240, 1300, 1290]",7572,3
DEST_INDEX=SFO + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow,"[1219, 1288, 1248]",7572,3
OP_CARRIER=OO + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + D_LONGITUDE=Mid + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[12, 1248, 1244, 1300, 1290, 1273]",7572,6
O_WSPD=VeryLow + O_LONGITUDE=High + D_WSPD=Mid + O_PRCP=VeryLow,"[1263, 1291, 1280, 1258]",7572,4
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + O_WSPD=Mid + D_WSPD=Mid,"[1243, 1238, 1255, 1265, 1280]",7571,5
ORIGIN_INDEX=ATL + D_WSPD=High + O_TEMP=Mid + O_LATITUDE=Low + O_LONGITUDE=High + O_PRCP=VeryLow,"[948, 1281, 1255, 1284, 1291, 1258]",7571,6
O_WSPD=Low + O_TEMP=High + D_WSPD=Mid + O_PRCP=VeryLow,"[1264, 1256, 1280, 1258]",7571,4
OP_CARRIER=OO + D_WSPD=High + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + D_PRCP=VeryLow,"[12, 1281, 1298, 1288, 1273]",7571,5
ORIGIN_INDEX=BNA + O_LATITUDE=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[956, 1285, 1290, 1258]",7571,4
ORIGIN_INDEX=BWI + CRS_ELAPSED_TIME=VeryLow + D_TEMP=VeryLow + OP_CARRIER=WN + O_PRCP=VeryLow,"[964, 1248, 1268, 14, 1258]",7570,5
D_WSPD=VeryLow + O_WSPD=VeryLow + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=Low,"[1278, 1263, 1243, 1238, 1249]",7570,5
CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + D_LONGITUDE=Mid + O_PRCP=VeryLow,"[1243, 1270, 1300, 1258]",7570,4
O_WSPD=High + OP_CARRIER=WN + D_LONGITUDE=Mid + O_LONGITUDE=Low,"[1266, 14, 1300, 1289]",7569,4
DEST_INDEX=RIC + OP_CARRIER=YX + CRS_ELAPSED_TIME=VeryLow + O_TEMP=High + D_PRCP=VeryLow,"[1207, 15, 1248, 1256, 1273]",7569,5
OP_CARRIER=WN + CRS_ELAPSED_TIME=Low + O_TEMP=High + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[14, 1249, 1256, 1280, 1258, 1273]",7569,6
OP_CARRIER=OO + O_WSPD=High + D_LATITUDE=Low + O_LONGITUDE=Low,"[12, 1266, 1294, 1289]",7569,4
D_WSPD=High + O_LATITUDE=VeryLow + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[1281, 1283, 1290, 1273]",7568,4
ORIGIN_INDEX=ATL + O_LATITUDE=Low + D_LONGITUDE=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[948, 1284, 1300, 1249, 1258]",7568,5
OP_CARRIER=OH + CRS_ARR_TIME_MIN=Low + D_TEMP=VeryLow + O_LONGITUDE=High + D_PRCP=VeryLow,"[11, 1244, 1268, 1291, 1273]",7568,5
CRS_ELAPSED_TIME=VeryLow + O_TEMP=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1248, 1255, 1290, 1258, 1273]",7568,5
O_LATITUDE=VeryLow + D_LONGITUDE=Low + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1283, 1299, 1249, 1289, 1258]",7568,5
ORIGIN_INDEX=ATL + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Mid + O_LONGITUDE=High + O_PRCP=VeryLow,"[948, 1248, 1255, 1291, 1258]",7568,5
D_LATITUDE=Mid + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1295, 1244, 1238, 1289, 1258]",7568,5
CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=Low + O_LATITUDE=Low + D_WSPD=Mid + O_PRCP=VeryLow,"[1248, 1294, 1284, 1280, 1258]",7568,5
ORIGIN_INDEX=STL + O_LATITUDE=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1081, 1285, 1290, 1258, 1273]",7567,5
CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=Mid + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + O_PRCP=VeryLow,"[1243, 1295, 1238, 1299, 1258]",7567,5
DEST_INDEX=MCO + OP_CARRIER=NK + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_TEMP=Mid + D_LONGITUDE=High + O_WSPD=Mid,"[1177, 10, 1248, 1293, 1255, 1301, 1265]",7567,7
O_TEMP=Mid + O_LATITUDE=Low + D_TEMP=Low + O_LONGITUDE=High,"[1255, 1284, 1269, 1291]",7567,4
OP_CARRIER=OH + O_LATITUDE=Mid + D_LONGITUDE=High,"[11, 1285, 1301]",7567,3
ORIGIN_INDEX=ATL + FL_WEEK=5 + O_LATITUDE=Low + O_LONGITUDE=High + O_WSPD=Mid + O_PRCP=VeryLow,"[948, 936, 1284, 1291, 1265, 1258]",7567,6
D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1293, 1240, 1284, 1289, 1258, 1273]",7566,6
ORIGIN_INDEX=ATL + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow,"[948, 1295, 1248]",7566,3
O_TEMP=VeryHigh + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Mid + D_LONGITUDE=High + O_PRCP=VeryLow,"[1257, 1295, 1248, 1285, 1301, 1258]",7566,6
O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + OP_CARRIER=WN + O_LONGITUDE=Low,"[1283, 1239, 14, 1289]",7566,4
ORIGIN_INDEX=ATL + O_WSPD=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Mid + O_LATITUDE=Low + O_LONGITUDE=High + O_PRCP=VeryLow,"[948, 1263, 1248, 1255, 1284, 1291, 1258]",7566,7
O_TEMP=VeryHigh + OP_CARRIER=WN + O_LONGITUDE=Low + D_WSPD=Mid + D_PRCP=VeryLow,"[1257, 14, 1289, 1280, 1273]",7566,5
D_TEMP=High + O_LONGITUDE=VeryLow + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1271, 1288, 1256, 1258, 1273]",7566,5
OP_CARRIER_FL_NUM=769.0 + ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_WEEK=5 + O_LONGITUDE=VeryLow + O_WSPD=High + O_TEMP=Low + D_LATITUDE=Low + D_LONGITUDE=High + D_PRCP=VeryLow,"[162, 1079, 1099, 936, 1288, 1266, 1254, 1294, 1301, 1273]",7566,10
OP_CARRIER=NK + O_TEMP=Mid + D_LONGITUDE=High + D_PRCP=VeryLow,"[10, 1255, 1301, 1273]",7565,4
CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Low + D_LONGITUDE=Mid + O_LONGITUDE=Mid,"[1248, 1239, 1300, 1290]",7565,4
OP_CARRIER_FL_NUM=1865.0 + CRS_ARR_TIME_MIN=High + DEST_INDEX=SJU + ORIGIN_INDEX=ORD + OP_CARRIER=NK + FL_DAY=13 + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[362, 1246, 1222, 1044, 10, 913, 1293, 1239, 1290, 1265, 1258, 1273]",7565,12
D_TEMP=Mid + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1270, 1291, 1249, 1265, 1256, 1258, 1273]",7565,7
D_LATITUDE=Mid + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid,"[1295, 1270, 1238, 1255]",7565,4
DEST_INDEX=ATL + D_LATITUDE=Low + O_TEMP=Mid + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[1099, 1294, 1255, 1301, 1249, 1258]",7564,6
D_LATITUDE=Low + O_LATITUDE=Low + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1294, 1284, 1280, 1258, 1273]",7564,5
DEST_INDEX=RIC + FL_DAY=22 + D_LONGITUDE=VeryHigh + D_TEMP=Mid + CRS_ELAPSED_TIME=VeryLow + O_WSPD=Mid + O_TEMP=High,"[1207, 922, 1302, 1270, 1248, 1265, 1256]",7564,7
FL_DAY=30 + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[930, 1243, 1290, 1258, 1273]",7564,5
D_LATITUDE=VeryLow + O_LATITUDE=Low + O_TEMP=High,"[1293, 1284, 1256]",7564,3
OP_CARRIER=HA + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=VeryLow + O_PRCP=VeryLow,"[8, 1298, 1288, 1283, 1258]",7564,5
D_TEMP=Mid + O_LATITUDE=Mid + O_PRCP=VeryLow,"[1270, 1285, 1258]",7564,3
DEST_INDEX=MDW + OP_CARRIER=WN + O_PRCP=VeryLow,"[1178, 14, 1258]",7563,3
CRS_ARR_TIME_MIN=Low + D_LATITUDE=Low + O_TEMP=High,"[1244, 1294, 1256]",7563,3
CRS_ELAPSED_TIME=Mid + O_LONGITUDE=Mid + D_WSPD=Mid + O_PRCP=VeryLow,"[1250, 1290, 1280, 1258]",7563,4
D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + CRS_ELAPSED_TIME=Low,"[1270, 1238, 1255, 1249]",7562,4
D_LATITUDE=Mid + D_TEMP=Low + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[1295, 1269, 1290, 1273]",7562,4
DEST_INDEX=MCO + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_TEMP=Mid + D_TEMP=Low + D_LONGITUDE=High + O_WSPD=Mid,"[1177, 1248, 1293, 1255, 1269, 1301, 1265]",7562,7
CRS_ARR_TIME_MIN=Mid + O_WSPD=High + CRS_DEP_TIME_MIN=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1245, 1266, 1240, 1290, 1258, 1273]",7562,6
OP_CARRIER_FL_NUM=1359.0 + DEST_INDEX=MCO + ORIGIN_INDEX=BOS + OP_CARRIER=NK + FL_DAY=29 + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=High + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[270, 1177, 958, 10, 929, 1293, 1240, 1301, 1256, 1258, 1273]",7562,11
D_LONGITUDE=VeryLow + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=VeryLow + O_TEMP=High + D_PRCP=VeryLow,"[1298, 1243, 1288, 1283, 1256, 1273]",7562,6
OP_CARRIER_FL_NUM=769.0 + ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_WEEK=5 + O_LONGITUDE=VeryLow + O_WSPD=High + O_TEMP=Low + D_TEMP=VeryLow + D_LONGITUDE=High + D_PRCP=VeryLow,"[162, 1079, 1099, 936, 1288, 1266, 1254, 1268, 1301, 1273]",7562,10
D_WSPD=High + D_LATITUDE=Low + O_LATITUDE=Low + O_LONGITUDE=High + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1281, 1294, 1284, 1291, 1265, 1258, 1273]",7562,7
OP_CARRIER_FL_NUM=769.0 + ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_WEEK=5 + O_LONGITUDE=VeryLow + O_TEMP=Low + D_LATITUDE=Low + D_LONGITUDE=High + D_PRCP=VeryLow,"[162, 1079, 1099, 936, 1288, 1254, 1294, 1301, 1273]",7562,9
DEST_INDEX=SAN + D_LONGITUDE=VeryLow + D_LATITUDE=VeryLow + OP_CARRIER=WN + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[1213, 1298, 1293, 14, 1290, 1273]",7562,6
O_TEMP=Low + CRS_DEP_TIME_MIN=Mid + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1254, 1240, 1265, 1258, 1273]",7562,5
O_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + OP_CARRIER=WN,"[1288, 1240, 14]",7561,3
CRS_ARR_TIME_MIN=Low + D_TEMP=VeryLow + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1244, 1268, 1249, 1258, 1273]",7561,5
D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + D_LONGITUDE=Mid + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1295, 1248, 1300, 1280, 1258, 1273]",7561,6
D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + OP_CARRIER=WN + O_PRCP=VeryLow,"[1298, 1288, 1293, 1283, 14, 1258]",7561,6
DEST_INDEX=PHX + D_LATITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1199, 1294, 1258, 1273]",7561,4
OP_CARRIER_FL_NUM=1865.0 + DEST_INDEX=SJU + ORIGIN_INDEX=ORD + OP_CARRIER=NK + FL_DAY=13 + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[362, 1222, 1044, 10, 913, 1293, 1239, 1290, 1265, 1258, 1273]",7561,11
O_WSPD=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=High + O_TEMP=High + O_PRCP=VeryLow,"[1263, 1239, 1291, 1256, 1258]",7560,5
ORIGIN_INDEX=ATL + FL_DAY=15 + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + D_LONGITUDE=Mid + O_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[948, 915, 1248, 1284, 1300, 1291, 1258, 1273]",7560,8
O_LATITUDE=VeryLow + O_TEMP=High + D_WSPD=Mid + O_PRCP=VeryLow,"[1283, 1256, 1280, 1258]",7560,4
OP_CARRIER=YX + D_LONGITUDE=VeryHigh + O_TEMP=High,"[15, 1302, 1256]",7560,3
CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=Mid + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + D_PRCP=VeryLow,"[1243, 1295, 1270, 1238, 1255, 1273]",7560,6
OP_CARRIER=OO + D_TEMP=Mid + CRS_DEP_TIME_MIN=Mid + D_LATITUDE=Low + O_LONGITUDE=Low + D_WSPD=Mid + D_PRCP=VeryLow,"[12, 1270, 1240, 1294, 1289, 1280, 1273]",7560,7
ORIGIN_INDEX=SFO + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=Mid + D_PRCP=VeryLow,"[1074, 1297, 1298, 1288, 1285, 1273]",7559,6
FL_DAY=18 + DEST_INDEX=MCO + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + D_LONGITUDE=High,"[918, 1177, 938, 1248, 1293, 1283, 1301]",7559,7
FL_DAY=25 + OP_CARRIER=UA + O_LONGITUDE=VeryLow + O_TEMP=Low + D_PRCP=VeryLow,"[925, 13, 1288, 1254, 1273]",7559,5
D_WSPD=High + O_LONGITUDE=High + D_LONGITUDE=Low + O_PRCP=VeryLow,"[1281, 1291, 1299, 1258]",7559,4
ORIGIN_INDEX=SFO + OP_CARRIER=OO + O_LONGITUDE=VeryLow + O_TEMP=Low + O_PRCP=VeryLow,"[1074, 12, 1288, 1254, 1258]",7559,5
OP_CARRIER=YX + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=Mid + O_TEMP=High + D_PRCP=VeryLow,"[15, 1240, 1285, 1256, 1273]",7559,5
ORIGIN_INDEX=SEA + O_LATITUDE=VeryHigh + D_LATITUDE=VeryHigh + O_LONGITUDE=VeryLow + O_WSPD=Mid + D_PRCP=VeryLow,"[1073, 1287, 1297, 1288, 1265, 1273]",7559,6
O_WSPD=VeryLow + O_LONGITUDE=Low + D_WSPD=Mid + O_PRCP=VeryLow,"[1263, 1289, 1280, 1258]",7559,4
FL_DAY=26 + FL_WEEK=5 + OP_CARRIER=WN + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[926, 936, 14, 1249, 1258, 1273]",7558,6
O_TEMP=Low + CRS_DEP_TIME_MIN=Low + O_LATITUDE=Mid,"[1254, 1239, 1285]",7558,3
D_LONGITUDE=High + O_WSPD=Mid + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1301, 1265, 1289, 1273]",7558,4
CRS_ARR_TIME_MIN=VeryLow + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + O_LONGITUDE=High + D_PRCP=VeryLow,"[1243, 1283, 1238, 1255, 1291, 1273]",7558,6
DEST_INDEX=SJC + FL_DAY=17 + D_WSPD=VeryHigh + D_LATITUDE=Mid + OP_CARRIER=WN + O_TEMP=High + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1221, 917, 1282, 1295, 14, 1256, 1289, 1273]",7558,8
OP_CARRIER_FL_NUM=769.0 + ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_WEEK=5 + O_LONGITUDE=VeryLow + O_TEMP=Low + D_TEMP=VeryLow + D_LONGITUDE=High + D_PRCP=VeryLow,"[162, 1079, 1099, 936, 1288, 1254, 1268, 1301, 1273]",7558,9
CRS_ELAPSED_TIME=VeryLow + D_TEMP=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1248, 1268, 1290, 1258, 1273]",7558,5
CRS_DEP_TIME_MIN=VeryLow + D_LATITUDE=Low + O_LATITUDE=Mid + O_PRCP=VeryLow,"[1238, 1294, 1285, 1258]",7558,4
OP_CARRIER=YX + O_TEMP=Mid + O_LATITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[15, 1255, 1285, 1258, 1273]",7557,5
O_LATITUDE=High + DEST_INDEX=ORD + OP_CARRIER=OO + D_TEMP=VeryLow + D_LONGITUDE=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1286, 1194, 12, 1268, 1300, 1289, 1258]",7557,7
CRS_DEP_TIME_MIN=VeryLow + D_LATITUDE=Low + O_LATITUDE=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1238, 1294, 1285, 1289, 1258, 1273]",7557,6
ORIGIN_INDEX=SFO + FL_DAY=22 + O_LONGITUDE=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=Low + O_LATITUDE=Mid,"[1074, 922, 1288, 1254, 1239, 1285]",7557,6
D_TEMP=Mid + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1270, 1248, 1290, 1258, 1273]",7556,5
D_WSPD=VeryLow + O_LATITUDE=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1278, 1285, 1289, 1258, 1273]",7556,5
OP_CARRIER=OH + O_TEMP=Low + O_LATITUDE=Mid + O_PRCP=VeryLow,"[11, 1254, 1285, 1258]",7556,4
O_WSPD=VeryLow + D_LONGITUDE=Mid + O_LONGITUDE=High + D_PRCP=VeryLow,"[1263, 1300, 1291, 1273]",7556,4
O_WSPD=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=Low + O_LONGITUDE=High + D_PRCP=VeryLow,"[1263, 1240, 1284, 1291, 1273]",7556,5
ORIGIN_INDEX=SEA + OP_CARRIER=OO + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_PRCP=VeryLow,"[1073, 12, 1298, 1288, 1248, 1258]",7556,6
OP_CARRIER=OH + CRS_ELAPSED_TIME=Mid + D_LATITUDE=Mid + O_LONGITUDE=Mid,"[11, 1250, 1295, 1290]",7556,4
D_LATITUDE=Low + D_LONGITUDE=Low + D_WSPD=Mid + O_PRCP=VeryLow,"[1294, 1299, 1280, 1258]",7555,4
OP_CARRIER=NK + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + D_LONGITUDE=High + O_WSPD=Mid,"[10, 938, 1248, 1293, 1283, 1301, 1265]",7555,7
D_TEMP=VeryLow + CRS_DEP_TIME_MIN=Low + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[1268, 1239, 1249, 1273]",7555,4
OP_CARRIER=OO + O_TEMP=High + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[12, 1256, 1289, 1258, 1273]",7555,5
O_WSPD=VeryLow + O_LATITUDE=Low + O_LONGITUDE=High + D_LONGITUDE=Low + D_PRCP=VeryLow,"[1263, 1284, 1291, 1299, 1273]",7555,5
OP_CARRIER=UA + O_LONGITUDE=Mid + D_WSPD=Mid,"[13, 1290, 1280]",7555,3
DEST_INDEX=MCO + OP_CARRIER=NK + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + D_LONGITUDE=High + O_WSPD=Mid,"[1177, 10, 938, 1248, 1283, 1301, 1265]",7555,7
CRS_DEP_TIME_MIN=Low + OP_CARRIER=WN + D_LONGITUDE=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1239, 14, 1299, 1289, 1273]",7555,5
OP_CARRIER_FL_NUM=28.0 + DEST_INDEX=JFK + ORIGIN_INDEX=SEA + FL_WEEK=4 + CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Low,"[20, 1163, 1073, 935, 1243, 1269]",7555,6
FL_DAY=26 + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=Low,"[926, 1295, 1248, 1289]",7554,4
OP_CARRIER_FL_NUM=769.0 + ORIGIN_INDEX=SMF + DEST_INDEX=ATL + O_LONGITUDE=VeryLow + O_WSPD=High + O_TEMP=Low + D_LATITUDE=Low + D_LONGITUDE=High + D_PRCP=VeryLow,"[162, 1079, 1099, 1288, 1266, 1254, 1294, 1301, 1273]",7554,9
OP_CARRIER=OH + CRS_ARR_TIME_MIN=Low + D_TEMP=VeryLow + CRS_DEP_TIME_MIN=Low + O_LATITUDE=Mid + O_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[11, 1244, 1268, 1239, 1285, 1291, 1258, 1273]",7554,8
OP_CARRIER=OO + FL_WEEK=6,"[12, 937]",7554,2
O_LATITUDE=VeryLow + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low,"[1283, 1249, 1289]",7554,3
ORIGIN_INDEX=SFO + OP_CARRIER=OO + O_LONGITUDE=VeryLow + O_TEMP=Low + O_LATITUDE=Mid,"[1074, 12, 1288, 1254, 1285]",7553,5
ORIGIN_INDEX=PHX + O_LATITUDE=Low + O_WSPD=Mid + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1049, 1284, 1265, 1289, 1273]",7553,5
CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_TEMP=Mid + O_LONGITUDE=High + D_PRCP=VeryLow,"[1248, 1240, 1255, 1291, 1273]",7553,5
D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + O_PRCP=VeryLow,"[1298, 1288, 1283, 1239, 1258]",7553,5
O_TEMP=VeryHigh + OP_CARRIER=WN + O_WSPD=Low + D_PRCP=VeryLow,"[1257, 14, 1264, 1273]",7553,4
CRS_ELAPSED_TIME=VeryLow + D_TEMP=Low + D_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1248, 1269, 1300, 1258, 1273]",7552,5
DEST_INDEX=ATL + D_LATITUDE=Low + O_LONGITUDE=High + D_LONGITUDE=High + D_PRCP=VeryLow,"[1099, 1294, 1291, 1301, 1273]",7552,5
FL_WEEK=7 + O_LATITUDE=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[938, 1283, 1290, 1258]",7552,4
DEST_INDEX=RIC + OP_CARRIER=YX + D_TEMP=Mid + CRS_ELAPSED_TIME=VeryLow + O_TEMP=High,"[1207, 15, 1270, 1248, 1256]",7552,5
D_WSPD=High + O_LONGITUDE=VeryLow + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1281, 1288, 1299, 1258, 1273]",7552,5
DEST_INDEX=RIC + FL_DAY=22 + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=VeryLow + O_TEMP=High + D_PRCP=VeryLow,"[1207, 922, 1302, 1248, 1256, 1273]",7552,6
DEST_INDEX=SEA + FL_DAY=30 + CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1218, 930, 1240, 1269, 1290, 1256, 1258, 1273]",7551,8
DEST_INDEX=OKC + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + D_LONGITUDE=Low + O_TEMP=High + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1191, 1295, 1248, 1284, 1299, 1256, 1289, 1258]",7551,8
FL_DAY=18 + OP_CARRIER=NK + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + O_TEMP=Mid,"[918, 10, 938, 1248, 1293, 1283, 1255]",7551,7
OP_CARRIER=UA + O_LONGITUDE=VeryLow + O_TEMP=Mid + O_PRCP=VeryLow,"[13, 1288, 1255, 1258]",7551,4
DEST_INDEX=MCO + OP_CARRIER=NK + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + D_LONGITUDE=High,"[1177, 10, 1248, 1293, 1283, 1301]",7551,6
FL_DAY=18 + DEST_INDEX=MCO + OP_CARRIER=NK + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + O_TEMP=Mid,"[918, 1177, 10, 938, 1248, 1283, 1255]",7551,7
